00aefd1fc30c425075166ca051e57218,UNKNOWN,404780932,321129658,87.79
0241f35c5752768d2b0580533d143a14,UNKNOWN,12894447,15196096,13.44
07c3cce524e2b85d8315ac4397ef08c4,UNKNOWN,2680161,1093969,2.72
0bbdb9c15c80e79e8c8059246d7480b3,UNKNOWN,63284,60205,0.13
0d16634437519c6d2e1ae0cf82145e07,UNKNOWN,222400,200573,0.20
0e9f0315dd6f93a2613812dfbfcfffa9,UNKNOWN,154270,163589,0.32
19d28dbff9188a8bd38bcf78a6a3f4aa,UNKNOWN,12288051,459176,8.18
1ea3303c1afa65b98320e4383de5db00,UNKNOWN,29839,16040,0.02
1eea3d913d346b900252d77fc0cb25c8,UNKNOWN,163319,101393,0.11
2115182958f6cfb5a172a24f989b86dd,UNKNOWN,5424748,5407142,7.17
21e6e2a12564427cb2820bef20cb2bf4,UNKNOWN,1117640,834717,1.99
254b88de91fa4e3e0bff1df62eb7f4dc,UNKNOWN,237805,246679,0.25
2c31104b38ad68ddd846e03ad248bcee,UNKNOWN,29069088,20200274,34.13
2d6d26e1c5b4f2763c03697a6d00d3cf,UNKNOWN,6648,11232,0.02
2efb9075d56838fdcfb9e3bbd7634420,UNKNOWN,14143,20008,0.02
31746b8d1bf7628c843592a85a8d95ba,UNKNOWN,90796786,50835440,29.43
31c4aacd83bfd2aa7a9762a5b463b992,UNKNOWN,14490577,5923387,7.52
3334919f6e241ce87c5b91ed90fc0c1c,UNKNOWN,4415549,4860221,4.25
37382b66a104f6387b5750bf51942996,UNKNOWN,1120424,1116649,1.46
3776142aa791fe33916ba9b7e5faa3ec,UNKNOWN,197315,226134,0.17
39d1ffe5b5729914787dc44a52c2b459,UNKNOWN,186563,312541,0.25
3faeca5c2ebe548a69b7f739f68e3290,UNKNOWN,19782999,17939789,23.73
420e0f2bfaa41c0f5fff2e5614e5b9be,UNKNOWN,279446,150601,0.30
4584de77fc93960884298f76df7a3299,UNKNOWN,1424327,1381362,0.25
462664d89a909e25001e8861f3310210,UNKNOWN,8706313,5109872,12.97
49b23fbd7e11d5cd53a5c6813b4c0624,UNKNOWN,5503570,3498094,7.09
4a33154db7511785db10526b6a85c088,UNKNOWN,20046,21668,0.02
4afd946cbaa6f41aa61dda47347dc973,UNKNOWN,16363,29244,0.05
4c29bdee73acf1a9dee934107214e2e9,UNKNOWN,42263090,41924192,64.43
4db3c8f389b969aec21a44254d47e548,UNKNOWN,44009,9662,0.04
4e86275abdfc23e74db13a83f97de624,UNKNOWN,156960,219167,0.15
4f12308a3da69be08d1f026960f4a278,UNKNOWN,14100404,12124913,34.31
4fc1fbcdab296aec357e4bc4509577a2,UNKNOWN,483591,582733,0.21
54ab7029649dd487fa4efa5df048221d,UNKNOWN,813973,848171,0.87
58e73745a4af8955a05855fb416bc1a7,UNKNOWN,7562,7562,0.02
5a5fb82a3672ee898465aa8f1103147f,UNKNOWN,1656,2255,0.01
5d357f1e4b5abc96c90d305f629edd5c,UNKNOWN,42730672,39725417,27.85
5f5754b7a8d036ee51ced0e05ae62c6e,UNKNOWN,46352394,24267706,29.49
60ce5d448c988f645fb1ddbe1c3ed6f9,UNKNOWN,343896,192522,0.85
6486cd04a3965e50cc0fa261511b86fc,UNKNOWN,1061918,461480,0.40
6b6dd0a8429c4ac10d5a662f8d3fed95,UNKNOWN,5305040,5146641,7.62
6bdd9e4670465a1a3df014b1cf847d53,UNKNOWN,15256977,16385171,10.25
73e24a27a8d8582bb440f188d165f0f3,UNKNOWN,353813,541670,0.47
73e8c9cc0bbc1e0a366a86777b2a893e,UNKNOWN,5258870,1178111,5.84
75d8705ab6a8acffe29585e95268acc0,UNKNOWN,1163966,1044257,0.40
7882d223c35d697cb9e069b37bac4349,UNKNOWN,4017662,3902829,1.36
796aa4fc486e799b3a9b0c3d47300355,UNKNOWN,1375133,1412264,1.10
7ecf9c45c29d706fd0020fbf177e6809,UNKNOWN,19214969,19308842,7.99
8063f1a73972178c67f29801ae463143,UNKNOWN,2438655,892327,1.84
807705232d73dc93f2d424f62b597662,SATISFIABLE,7922318,15,3.76
847acf906ee3e44de934120cc9f6f2c1,UNKNOWN,3308888,4328747,3.68
86173292a2c6a506acf27a81db853bb5,UNKNOWN,5555501,3264861,2.52
