00aefd1fc30c425075166ca051e57218,UNKNOWN,404780932,349888983,17.95
0241f35c5752768d2b0580533d143a14,UNKNOWN,12894447,15659167,2.26
07c3cce524e2b85d8315ac4397ef08c4,UNKNOWN,2680161,1116736,0.85
0bbdb9c15c80e79e8c8059246d7480b3,UNKNOWN,63284,53613,0.02
0d16634437519c6d2e1ae0cf82145e07,UNKNOWN,222400,246319,0.11
0e9f0315dd6f93a2613812dfbfcfffa9,UNKNOWN,154270,152847,0.04
19d28dbff9188a8bd38bcf78a6a3f4aa,UNKNOWN,12288051,2123932,2.11
1ea3303c1afa65b98320e4383de5db00,UNKNOWN,29839,16040,0.01
1eea3d913d346b900252d77fc0cb25c8,UNKNOWN,163319,103835,0.04
2115182958f6cfb5a172a24f989b86dd,UNKNOWN,5424748,5431628,1.28
21e6e2a12564427cb2820bef20cb2bf4,UNKNOWN,1117640,1070027,0.37
254b88de91fa4e3e0bff1df62eb7f4dc,UNKNOWN,237805,222832,0.07
2c31104b38ad68ddd846e03ad248bcee,UNKNOWN,29069088,18097934,10.08
2d6d26e1c5b4f2763c03697a6d00d3cf,UNKNOWN,6648,6648,0.00
2efb9075d56838fdcfb9e3bbd7634420,UNKNOWN,14143,14162,0.01
31746b8d1bf7628c843592a85a8d95ba,UNKNOWN,90796786,50835440,6.42
31c4aacd83bfd2aa7a9762a5b463b992,UNKNOWN,14490577,5996737,1.77
3334919f6e241ce87c5b91ed90fc0c1c,UNKNOWN,4415549,4522374,0.59
37382b66a104f6387b5750bf51942996,UNKNOWN,1120424,1114323,0.42
3776142aa791fe33916ba9b7e5faa3ec,UNKNOWN,197315,231099,0.04
39d1ffe5b5729914787dc44a52c2b459,UNKNOWN,186563,186533,0.06
3faeca5c2ebe548a69b7f739f68e3290,UNKNOWN,19782999,17634481,3.09
420e0f2bfaa41c0f5fff2e5614e5b9be,UNKNOWN,279446,75986,0.17
4584de77fc93960884298f76df7a3299,UNKNOWN,1424327,1384668,0.14
462664d89a909e25001e8861f3310210,UNKNOWN,8706313,5257301,2.53
49b23fbd7e11d5cd53a5c6813b4c0624,UNKNOWN,5503570,3540981,1.63
4a33154db7511785db10526b6a85c088,UNKNOWN,20046,12538,0.02
4afd946cbaa6f41aa61dda47347dc973,UNKNOWN,16363,16363,0.00
4c29bdee73acf1a9dee934107214e2e9,UNKNOWN,42263090,42007249,8.40
4db3c8f389b969aec21a44254d47e548,UNKNOWN,44009,7929,0.01
4e86275abdfc23e74db13a83f97de624,UNKNOWN,156960,162603,0.07
4f12308a3da69be08d1f026960f4a278,UNKNOWN,14100404,10655093,5.70
4fc1fbcdab296aec357e4bc4509577a2,UNKNOWN,483591,599061,0.09
54ab7029649dd487fa4efa5df048221d,UNKNOWN,813973,751080,0.15
58e73745a4af8955a05855fb416bc1a7,UNKNOWN,7562,7562,0.00
5a5fb82a3672ee898465aa8f1103147f,UNKNOWN,1656,1505,0.01
5d357f1e4b5abc96c90d305f629edd5c,UNKNOWN,42730672,41680758,9.84
5f5754b7a8d036ee51ced0e05ae62c6e,UNKNOWN,46352394,19948677,5.09
60ce5d448c988f645fb1ddbe1c3ed6f9,UNKNOWN,343896,214646,0.16
6486cd04a3965e50cc0fa261511b86fc,UNKNOWN,1061918,539364,0.25
6b6dd0a8429c4ac10d5a662f8d3fed95,UNKNOWN,5305040,5330885,1.36
6bdd9e4670465a1a3df014b1cf847d53,UNKNOWN,15256977,15185839,1.76
73e24a27a8d8582bb440f188d165f0f3,UNKNOWN,353813,345757,0.10
73e8c9cc0bbc1e0a366a86777b2a893e,UNKNOWN,5258870,2448623,1.78
75d8705ab6a8acffe29585e95268acc0,UNKNOWN,1163966,1057155,0.22
7882d223c35d697cb9e069b37bac4349,UNKNOWN,4017662,3902829,0.38
796aa4fc486e799b3a9b0c3d47300355,UNKNOWN,1375133,1412264,0.22
7ecf9c45c29d706fd0020fbf177e6809,UNKNOWN,19214969,19308842,1.62
8063f1a73972178c67f29801ae463143,UNKNOWN,2438655,1019358,0.64
807705232d73dc93f2d424f62b597662,SATISFIABLE,7922318,15,3.27
847acf906ee3e44de934120cc9f6f2c1,UNKNOWN,3308888,4328747,0.75
86173292a2c6a506acf27a81db853bb5,UNKNOWN,5555501,2898854,1.46
864c9758645fc85a9a6cd9a7833b716a,UNKNOWN,1743858,2245146,0.39
888e59713b9c9693546cbc0b12b750f1,UNKNOWN,170427,196552,0.07
896bbb32a4480f400a7ae4917f7ee8d6,UNKNOWN,330910,412168,0.10
8a37400e66bf1cebf0145e95ee95da7f,UNKNOWN,53991099,48324427,13.27
8b5d9b3669e882f52397b4198b821a8b,UNKNOWN,198823,124833,0.07
90fa3ad6efe2a06a5074e1209c871d57,UNKNOWN,409440,233615,0.31
98c53d2e6e9cbf4a78a258adc529770a,UNKNOWN,1504515,1321516,0.85
9962b2bcc448d1dd5be737b32620a2b8,UNKNOWN,2763038,1574639,0.80
9a910a91c04c8626904f860e09aa74a3,UNKNOWN,452356,253150,0.23
9af99c2ae810a0c5496210d40c232e02,SATISFIABLE,2718925,2661092,0.41
9e272266139445d23331ff680f22ecfa,UNKNOWN,4014203,823009,0.31
ae172b720ce980b1ec5337bfd7d5a8ff,UNKNOWN,7236956,8222564,3.29
b0bdac823fe24b03a84600086b1ae403,UNKNOWN,41017,40829,0.03
b11a27554d39876c91a3f5f4ffd1b113,UNKNOWN,22749485,841941,0.34
b1c44904cf06682f973b60c8282f45e8,UNKNOWN,47877,55579,0.04
b2c92aebc75da8a15a5388b559b85623,UNKNOWN,49059,50705,0.01
b63f00e3eccd98dfa7bae6c4e1e0cdd0,UNKNOWN,1035832,939638,0.26
b6c3ea7749821d1afd11377c5631c3d1,UNKNOWN,600255,363993,0.11
b9bd54b8bef204bdafa168f9a52e0fee,UNKNOWN,301180,273620,0.13
bc3c20b0d585bbea7c6d97d4ae056fc4,UNKNOWN,33603264,30661122,2.77
bc5261f21ea0214543370d2278ae6ecf,UNKNOWN,13716,13912,0.01
be799bc2fa43e6b1b4fefae4ef76bf19,UNKNOWN,211394,196157,0.06
c75da2a1b1be73fff24d160d3c0ac22c,UNKNOWN,1472801,1396948,0.36
c8e2565d26037b35ca703cb2843da60f,UNKNOWN,77518,77025,0.03
c8ec0b61cadcb715e0cd54e1412d3f08,UNKNOWN,52495,52495,0.01
cc1a816e624e9ef4b3d833c5a43d3651,UNKNOWN,154227776,152325978,44.32
